CCIS27304052ST-3-0	CCIS15794887ST-4-0	CCIS16561622ST-4-0	CCIS79210440ST-3-0	CCIS82507866ST-3-0	CCIS98482370ST-3-0	CCIS00281083ST-3-0	CCIS32452666ST-4-0	CCIS94417875ST-3-0	CCIS27927933ST-4-0	CCIS45571137ST-3-0	CCIS81139242ST-4-0	CCIS21126322ST-4-0	CCIS17669415ST-4-0	CCIS29210128ST-4-0	CCIS48725289ST-4-0	CCIS64785924ST-20-0	CCIS03473770ST-4-0	CCIS10706551ST-3-0	CCIS64773582ST-4-0	CCIS06260551ST-3-0	CCIS40244499ST-3-0	CCIS85214191ST-3-0	CCIS87167916ST-4-0	CCIS58234805ST-4-0	CCIS91228662ST-4-0	CCIS71301801ST-4-0	CCIS53355328ST-4-0	CCIS41222843ST-4-0	CCIS81887263ST-4-0	CCIS29688262ST-20-0	CCIS87116798ST-4-0	CCIS87605453ST-4-0	CCIS83870198ST-4-0	CCIS61287323ST-4-0	CCIS11362406ST-4-0	CCIS14449628ST-4-0	CCIS21278152ST-4-0	CCIS34055159ST-4-0	CCIS76845094ST-20-0	CCIS41548810ST-4-0	CCIS98512455ST-4-0	CCIS50148151ST-4-0	CCIS62605362ST-3-0	CCIS87252800ST-4-0	CCIS22958137ST-20-0	CCIS16326685ST-4-0	CCIS53043478ST-4-0	CCIS98832363ST-4-0	CCIS02124300ST-4-0	CCIS59132091ST-4-0	CCIS82146115ST-4-0	CCIS33816588ST-4-0	CCIS12656533ST-4-0	CCIS47284573ST-4-0	CCIS93040568ST-20-0	CCIS45793747ST-4-0	CCIS95097901ST-4-0	CCIS80834637ST-4-0	CCIS63910149ST-4-0	CCIS84543192ST-4-0	CCIS38765456ST-20-0	CCIS82944710ST-20-0	CCIS55230578ST-4-0	CCIS24254057ST-4-0	CCIS78318719ST-4-0	CCIS44757994ST-4-0	CCIS65479369ST-4-0	CCIS62794166ST-4-0	CCIS77252613ST-4-0	CCIS11015875ST-4-0	CCIS35100175ST-4-0	CCIS22416007ST-4-0	CCIS41288781ST-4-0	CCIS12370844ST-4-0	CCIS72607085ST-4-0	CCIS46047672ST-4-0	CCIS52370277ST-4-0	CCIS02379307ST-4-0	CCIS46467422ST-4-0	CCIS15704761ST-4-0	CCIS11558985ST-4-0	CCIS13047523ST-4-0	CCIS94603952ST-4-0	CCIS02856720ST-4-0	CCIS07648107ST-4-0	CCIS34604008ST-4-0	CCIS63468405ST-4-0	CCIS16383318ST-4-0	CCIS36699628ST-4-0	CCIS95409808ST-4-0	CCIS74239020ST-4-0	CCIS05314658ST-4-0	CCIS71578391ST-4-0	CCIS50003399ST-4-0	CCIS36797902ST-4-0	CCIS11354283ST-4-0	CCIS50471204ST-4-0	CCIS20795251ST-4-0	CCIS07277498ST-4-0	CCIS90164298ST-4-0	CCIS23164343ST-4-0	CCIS03857607ST-4-0	CCIS63448910ST-4-0	CCIS88007743ST-4-0	CCIS51595129ST-4-0	CCIS09568613ST-4-0	CCIS07539127ST-4-0	CCIS41692898ST-4-0	CCIS44093303ST-4-0	CCIS00146684ST-4-0	CCIS78100604ST-4-0	CCIS48174381ST-4-0	CCIS88317640ST-4-0
Lactococcus lactis [h:1369]	11.2901441291626	3.42212595043823	48.8641232401789	0	27.4491969423922	0.975845640154533	0	44.7274857851716	2.94776717716784	23.2687378260262	11.5131513303404	4.75809302997893	21.0156201424051	24.6320312493992	15.301626263668	25.8092746438863	16.8480455388378	0.975342457078309	1.95544613926671	2.90359230309718	29.2451552099626	0	0	0	0	0	0	7.63469671412667	14.2021934375633	3.59912178123584	13.4407926069409	1.97225782502872	398.120234729774	11.8085172770958	1.95627044356363	85.4360839944432	71.2516266193365	233.266269286775	545.406821459664	0.472151058225582	3.93396780157407	675.002970112109	0	129.068869870405	4.92648309680773	0	10.9220380159985	0	0.971971978585462	0.576492332483861	32.5000321790627	0.951214064039494	67.819564244767	6.9688881412615	7.80552619468254	1.91316454447312	0	27.4157313396699	0.976025076519831	130.502612569145	34.0809878708773	2.92566565292674	114.874298526852	244.058505472339	2.96851210381216	4.85191386657841	17.9306965167468	0	43.394134724319	15.2342808111332	0.977961985830224	0	5.42952807879444	0	15.7118600337949	483.483720120933	437.743448481206	9.72722471000291	4.87268699243062	0	18.1022798589696	6.67473938187905	0	1.11274614341954	0	0	653.687391892987	0	0	9.41964841720753	8.59233804744469	975.469602908442	0	151.278329382946	0	0	0.946764005279178	2621.78396637668	0	15.7698269681602	1.96151906119545	352.765318961542	0.485499624181314	584.426360264278	1209.09766248772	239.68612095141	432.952387755171	1.96812743373737	4.57820073803398	0	0.958742834220238	87.1554167204568	0	5.84336132821009
Prochlorococcus marinus [h:137]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus lactis [h:1370]	0	11.6032208752621	5.65643488448534	1.97979226583152	3.87450113197984	0	0	5.41222268955029	0	2.27629847603282	0	0	5.96367082076612	63.2011620243447	46.9795371889427	5.20193859773574	0	4.00447456225921	0	2.9868108152248	0	0	0	0	0	0	1.03185864285423	0	0	1.2013724924758	95.4265522761866	4.14844372707734	62.7999028224616	0	0	1.23109011961902	5.90713853415606	20.723057801904	0	0.473243789335353	0	33.1510249193056	0.994478601044374	41.6268994621285	0	2.94209012382789	4.08026620739096	0	4.03976236827605	0.385217698438496	1.33475402324045	0	0	15.6566920131219	1.00147616309065	0	0	0	0	0	2.49923696149513	0	5.16072274686737	28.344257671806	0	1.02055073067506	0	1.98732474964811	11.7520919040334	10.5802983040107	2.05704356395615	0	0	0	2.36102154711948	22.8050345996538	2.41346271200218	1.08216646278711	0	0	5.16524947112679	10.3102954318844	0	5.79605953858692	11.6555403494979	0	5.66634871858213	0	2.04719393566053	5.50410390866409	7.55647667951078	4.64488444109887	3.10842465221274	4.14315440515442	0	0	0.995710892582166	12.5134060442589	0	4.12137060993766	0.985502999018106	402.725941453846	0.486623248779591	0	477.961086809815	93.9155796420336	265.143226032017	0	1.20395248607958	0	0	11.6672227931187	0	0
Streptococcus criceti [h:1371]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus downei [h:1372]	0.921506829575564	0.969966964820947	1.90396188895174	0	0	0	0	3.78104394926893	0	0	0	0	0	22.4041523576889	0	0.983136359576535	0	0	0	0	0	0	0	0	0	0.971786875703497	0	5.05858125318329	3.70940688740733	0	0	9.65859621270903	0	0.963816687680485	0	0.978400738230002	0.981500889719557	0	0	2.7850128072238	0	0	0	0	0	0	0	0	0	0.941506806415254	0	0.943977311320927	0.237308971925736	0	0	0	0.945128268007322	0.974116166169214	0	0	0	0	0	0	0	0	0	0	0	0.957088051402415	0	2.29401465306423	0	1.92295637682776	0	0	0	0	0	0	0	0	3.98423158825669	0	0.924826185323743	0	0	0.959692930903363	90.6443136832992	0	0.928456588713612	0	0	0	29.1025626108113	0	8.36528070937841	0.155487589565331	0	0.965355474172921	1.06547934610524	0	0	0	0	0	0	4.84658560966957	0.937803867483545	0.961654982968534	0	0	0	0
Streptococcus mutans [h:1373]	3.73783402765976	0.983599744041911	2.89608279646543	0.967951132766412	0	0	0.981928706007909	1.90381281764794	0	5.84295394926525	0	0	0	64.8036328092536	0	5.76973631694187	2.78885681814659	1.93735025834793	0	0.965780522632214	1.00170360364641	8.78878145169591	0	0	7.45891985429584	3.92868687510587	0	9.47876789908456	8.46382958304267	0	26.5122663485301	164.549894482533	0.965695777936846	0	0	171.079216438698	0.981777418031398	7.81055549055269	14.7208845213752	61.9362954154921	0	0	0	0	0	55.9219216805525	0	0	0	6.68354220472266	0.959501818747087	0	0	3.57026205327872	44.5777486249555	4.75062471090701	44.0582649643038	0	0.96939942514329	1.86498860815354	0	0.96869429472184	10.1639211569486	2.86195165884509	2.948172716563	0	0	0	0	0.970447024204017	0	6.795846360078	3.59519943689208	0.974898438462487	0	0	1.89227459406764	5.85532966988446	0	0	0	0	6.64586069042987	0	925.832652103065	3.89014542776671	1.82607346873597	4.86590654852679	717.520831626445	72.8522255535248	5.64921570239795	0	0	4.70424618014138	170.350639853734	1.0248400563984	0	6.57543940140985	1.99710290843634	0	0	0	0	4.91905033060168	7.80623452134662	0	0	1.34942494185175	1.8979620630174	3.90068375278775	1.90446900333193	9.31365429807194	42.2689168510854	0.967374856209703
Streptococcus macacae [h:1374]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.982946181204343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus thermophilus [h:1375]	117.165812929375	4.29190698921537	1469.49281504505	61.832228116197	163.233379778815	3.5508257010163	143.881851122004	579.942227051201	22.6538104672136	13.577005331212	0	0	1323.87478674654	181.37719847736	117.365362877649	47.5470070713506	262.320383529525	613.002079616096	738.63513517423	135.815305721367	13.6841946394669	73.8640259499082	9.10965977900233	0.992287865104856	183.361892803677	80.6362695280305	0	9.64828803649442	2217.48494925941	84.8609862870148	24312.1827969838	739.807579283307	526.888519458406	189.277828602029	100.993120074321	117.026516678818	243.660204364159	0.982023544632741	12.0509897403675	21.9011501229943	0.982546103162903	948.698202049271	17.6710892034369	183.467702509706	34.4522162788489	70.026054180418	155.442056464966	17.7462851061638	3.88414884152559	21.5749815990288	1265.82702752626	659.935356405672	33.3861968086641	751.463950856335	2.00688711748694	1613.04050237596	247.99468258805	2033.93910363577	1330.35619889947	1349.68627321942	244.496371165018	195.625513907558	411.750750197647	22.601477809465	14.2663819337115	8.77980374430703	5.80503051069962	1.22423264171026	667.820522641943	267.383727763126	0	12.4675268089385	9.94456168666544	11.7893374258191	8.50611220746312	1634.81498372358	181.201866325176	148.963230785304	0	19.8494123054723	843.41304587414	25.7420469380833	600.598197554244	971.578306464768	2315.89687222667	6242.39272614482	461.730842944823	9.00638990020886	489.046487008124	239.327734309171	240.091700993937	8.88600476047316	11.0615358421187	493.3642819166	66.0413387007006	33.8044045511889	15.2427628791342	1426.20203493907	64.0952181968123	246.527020322046	5.21100702562593	203.991592932892	9.70626363274912	37067.3017045745	28.0624374669282	450.012664581564	73.0252537047579	1931.82205796662	14.8890387929549	56.6376884125723	2.9725987661496	287.222881793305	42.0356253290054	4357.02611678748
Streptococcus vestibularis [h:1376]	1.17089410865058	4.92625136277226	31.1875724363095	2.28744134559983	2.34608982922239	4.47137502253241	0	3.36325668795908	3.91806474706815	11.5620067279151	7.65975228354985	8.9373344935677	4.65503903580084	194.76764128407	3.69075202167529	0	6.11544585186309	26.8002903559532	7.60155435605645	19.1575760906941	11.0550526957396	69.7156729459364	0	0	27.582243271718	26.5040246041315	0.981999456394113	33.7534707942423	22.0716548165592	4.00730140887944	133.136282392458	15.4606277363564	11.5709296843434	12.2543891064943	11.8883934440765	236.185654840859	1211.31308114766	0	54.7992597105907	5.9335424677786	0.984358669854988	14.3932954674906	29.1479422822536	0.983604103204535	0	42.3764853853357	6.81498038227887	0.987723490686166	0	78.7485719920978	4.61144136336554	42.5586976634784	0	40.7097526658519	12.9534299316986	10.5712975365424	218.259913895837	26.1795504622113	39.1985379845258	11.093363173156	1.19613008917989	1.05108499110779	1.01831790177846	15.297916907429	8.04448075480688	6.97565954457607	1.16407970105901	0	33.2785118926857	6.85353464780676	0	39.2953183604384	0	34.4205268108196	0	2.30431946606245	30.9450311060179	42.6739041190542	0.975396226592301	0	4.04872242984808	2.13047681550908	49.5734101813262	19.5644554592314	24.2839183230775	11.5055047583588	39.3676583113706	11.2660903359084	1763.87890069732	57.2613989297139	39.6546757576493	8.15311679209954	10.7409988714062	43.017517956599	105.700314735605	0	35.3165461202745	30.6432421398776	1.02621346834006	30.7396668337222	1.36732161929133	1.93486341001109	2.10002460249277	131.250539620891	89.1635954735229	1.02931006380527	17.7969480840039	228.857961722853	18.90217086397	3.36161622705301	7.2278722896367	39.3567479162656	241.705309484137	956.029660517325
Streptococcus salivarius [h:1377]	76.4765394798172	32.8965266146434	222.953619850154	40.318345981077	56.5120773336772	11.4868757774325	18.8921210747164	46.7689415228975	30.3087209725374	82.9176312792786	11.4205805099036	34.5768811028999	106.901384357455	3957.15365140164	19.8788111291532	24.4448362365587	577.669870138784	1100.07948062068	85.3718298730032	51.4183229393623	66.0096496289653	644.578215957389	5.09695478537825	1.98333701889177	210.713911589917	1501.49935701095	3.79634444815957	334.813961632287	154.757288945751	60.2800054004326	1176.55430528162	297.774836818714	56.2840148578575	33.69372683886	250.19691415549	4493.72566697256	343.52750456444	18.646358660723	126.183180966457	45.3212179295091	0.981838388755963	346.915301601178	456.55921102013	7.80615595600978	10.8231257041262	137.701124517664	34.3074248335473	2.95682951957937	9.70188667789761	754.132095024553	3.71300837200898	813.197554339497	2.94018560424116	233.554434382645	75.9589662673252	12.7768911385149	5977.75149651681	344.872914133669	603.39397736599	18.943031880461	22.4059487644424	51.3159915354365	71.5153579606248	25.1503392379689	70.6740007176544	10.3275343011415	0	8.89214718639939	20.0458410834167	154.945141399688	2.07262014677658	973.873408005669	0	131.8399173841	0	12.5529087158584	48.1068033830656	203.924044928241	1.944629982274	24.7955276563091	9.19767850137494	79.0001768530156	284.04782571584	154.186144498661	166.496083233397	38.7349621562074	678.039015072032	63.3727128970968	14341.7934454533	462.624114779963	312.722071333593	118.691656506786	64.3232692194896	112.505412848695	1208.31572155398	9.49174872285059	431.485617184411	533.396972268018	18.0622271066077	82.6608644521561	61.0643892097271	67.2593969476824	11.4794745318204	199.552804776753	803.415504735404	18.8247265322047	182.072365416027	1016.23955406507	375.017752919717	134.165719793236	60.5198998347452	640.415468341117	3326.46936636979	13960.5183014104
unnamed Streptococcus sp. C150 [u:1378]	3.99970463518936	0	13.0084564452103	0	0	0	0.98249238494362	0	2.06072370751099	2.41567234629339	0	1.02800326152814	0	187.249143594042	0	1.12025387704573	1.87226303217737	13.9489450508659	5.92624097918143	4.98626517146664	1.17446725993713	32.2249510632081	0.309367145142912	0	9.16396185877472	81.0692844049673	0	16.775830140584	9.66833195801799	0	10.1513938638286	2.00229632498037	3.23182351501872	3.46937830169869	8.00242865813183	117.037225761704	8.31064201969281	1.95389988845986	10.1227439287052	15.310840437782	0	0	20.1201336427054	0	0	10.3145058965913	1.02391466564971	0	0	10.9049650320969	3.9346593425178	18.5466262823097	0	1.45017857207299	0	0	40.8406369364373	3.46324859274659	4.27368833910454	0	0.985235005449696	1.16173300751317	0	2.08445435235466	6.25372871274658	1.03297794380732	0	0	0.983703501719294	2.02884856765506	1.03106854557297	19.3655849749108	0	0	0	0	0	2.04853545718118	0	0	2.51203220181898	0	13.796337463059	18.0539878074498	10.4944456932204	0	9.31358544804271	0	394.652820621633	55.1573395983011	3.9068733220532	2.17060066641404	2.94345086054524	6.86780479165005	25.2511419677659	0	27.7590837476319	3.04200968712125	0	4.14684927696874	1.98613313333152	1.8604820643858	0	56.4270379301035	30.7463151595491	1.06941559290022	3.06451319801747	121.562222492559	7.00335669451495	2.08308221476884	0	20.0000354929514	109.972431773728	337.469309905179
Streptococcus gallolyticus [c:1379]	0	1.96179456418731	1.26528086672171	111.821937098965	0	0	0	9.49568956877663	0.686939712261963	25.2264363974985	0	0.953998355110837	0	27.7219407233954	0	0	0	0	0	0.599993133632176	1.99934653409154	10.7192829383724	0	0	7.05631500390971	0	3.8933986814862	0.963089556107501	3.03675852418782	13.1149649839823	3.77418081566273	2.11403731486802	0	0	5.68665431329595	3.13821684824084	493.197368702328	0	1.99407231876617	1.90061007088792	0	0	0	149.397164228067	0	0	0	0	2.88816436617346	0	0	0	0	0	2.89516024496451	1728.01133361642	0	0	35.8023197951834	0	3.91284260846107	4.17849538491537	0	11.925021198359	0	1.92229475004528	0	6.224457531169	0	0	0	8.8226146811749	1.79364135885766	0	0	0	25.1605667193868	6.1567196210192	0	13.7731848536266	0	0	0	0	8.62059785063565	3.56286515790119	1.82719509321302	0	16.20152397052	0	0.981906965559277	0	0	4.57476225838747	3.61399583788297	0	1.86932926202029	0	0	0	1.20016098964974	1.13798084834478	0	0	3.58267224628708	0	0.985656930363941	1.04006518741779	74.4194419725822	0	1.27069615897431	0	1.41521864058925	1.93042648647532
Prochlorococcus marinus [h:138]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus infantarius [h:1380]	0	0	2.8212312070087	569.783375077566	0	0	0	0	0.141427344309091	6.05551935969984	0	0	0	0	0	0	0	0	0	1.35404547344585	2.22563164289774	0	0	0	0	0	0	0	7.09582501581158	0	0	0	1.07291646401403	0	19.2890133799134	0	0	0	0	0	0	0	1.06913951986085	0	0	0	0	0	0	0	0	0	0	0	0	53.2643321991837	4.73812906554423	0	152.941171213629	0	0	0	0	0	0	0	0	0	0	0	0	2.15713515874354	2.90979123038956	0	0	0	0	0	0	0	0	0	0	0	33.2077011288377	1.32052278215455	0	0	0	0	0	0	0	7.22682577918604	0	0	0	0	0	0	0	9.39995992290189	0	1.18710961620479	0	0	0	0	389.816656526687	0	0	0	1.79147110205154	0
Streptococcus equinus [h:1381]	0	0	0.975150656472	200.79097176826	0	0	0	0	0	1.13955772809657	0	0	0	4.80959159730166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84976599245524	0	0	0	0	0	8.02518894297937	0	0	0	0	0	0	0	0	8.78660901892338	0	0	0	0	0	0	0	0	0	0	0	20.5657854190914	3.29984897997131	0	71.4681074859142	0	0.990471502209802	0	0	0	0.0130342626631187	0	0	0	0	0	0	0	0.907892886525605	0	0	0	0	0.98578476043856	0	0.996688184046268	0	0	0	0	20.786785614918	0	0	0	0.995304566086966	0	0	0	0	0.950335869471665	0	0	0	0	0	0	0	102.742543098847	0	0	0	0	0	0	107.022015449053	0.985060145775959	0	0	4.64267253835631	0
Streptococcus equi [h:1382]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus parauberis [h:1383]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84291021246575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.962932968524401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.967616048299986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.53321110218755	0	0	0	3.76845847006891	0	0	0	0	0	0	0	0
Streptococcus ictaluri [h:1384]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus porcinus [h:1385]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus pseudoporcinus [h:1386]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.978433719881224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus uberis [h:1387]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus agalactiae [h:1388]	0	0	0	0	0	0	0	0	0	0	0	0	0	0.936352625229602	0	0	1.84741476794473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.972282250903113	0.953894525396976	0	0	0	0	0	0	0	0	0.95650806678679	15.0068929153348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.965251310771623	0	0	0	0	0	0	0	0	48.121749904742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.17451393056164	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus pyogenes [h:1389]	0	0	0.965102681779877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.941821622562776	0	0	0	2.41700716727839	0	0	0	0	2.40300816525117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unnamed Cyanothece sp. PCC 7822 [u:139]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus dysgalactiae [h:1390]	0	0	0.961042251771472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.0988183774438	0	0	0	0	34.9640821869166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.08134676840809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus urinalis [h:1391]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus suis [h:1392]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00547627412417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.996024022428963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus anginosus [h:1393]	0	0.491846893712515	10.1918688327742	10.6635907645148	0.484558417588614	0	0	0	0	4.24894858964109	0	1.89031727114489	0	138.912737976078	1.93368349905582	0.961576750623755	1.85947490552099	24.2353136128817	0	0	38.3006626985005	8.37415814766367	0	0	50.8022028553135	5.29148282068366	0.649691058547855	8.13100622245275	1.83017160773529	7.34068586043663	5.26021862743803	7.16767562657126	0	0	0	37.1600781427987	33.9745052750276	6.33533951344835	25.2729836020552	439.117858464915	4.10236778587515	1.92105392248491	0	1.92741459253944	0	21.2359105433613	3.94478331566831	13.3745342799118	0	7.91227937607724	0	1.93033320690064	0	14.9068858309412	0	4.765381923067	20.3479415123728	7.88377492829917	0	2.23800059410493	9.24369863932451	41.4213909853155	0	211.702994230823	0.491393436823162	0	0	207.204886162195	0.486548485701538	3.88243765975061	0	48.9396754490374	0	3.09305209024691	0	0	324.597341513999	17.4880179616134	1.93593623653146	0	0	0	9.74890422232274	0	4.55579986991718	1.04734409190798	17.7080044508734	15.4929779438942	160.242036066144	5.37252762797557	26.1926923220695	2.84317101506302	6.68651408562854	2.19598531035003	20.7209586860979	0	2.50760526362215	3.06731990618605	0	1.28280917375323	8.65735399121126	0	0	5.41095888921327	26.2327679823876	0	7.38361388835036	101.0766244621	9.75237439858581	0.975264175689833	5.71386223253221	3.72585355812298	1.92129770250109	34.6856723879571
