SAMEA3136623	SAMEA3136624	SAMEA3136625	SAMEA3136626	SAMEA3136627	SAMEA3136628	SAMEA3136629	SAMEA3136630	SAMEA3136631	SAMEA3136632	SAMEA3136633	SAMEA3136634	SAMEA3136635	SAMEA3136636	SAMEA3136637	SAMEA3136638	SAMEA3136639	SAMEA3136640	SAMEA3136641	SAMEA3136642	SAMEA3136643	SAMEA3136644	SAMEA3136645	SAMEA3136646	SAMEA3136647	SAMEA3136648	SAMEA3136649	SAMEA3136650	SAMEA3136651	SAMEA3136652	SAMEA3136653	SAMEA3136654	SAMEA3136655	SAMEA3136656	SAMEA3136657	SAMEA3136658	SAMEA3136659	SAMEA3136660	SAMEA3136661	SAMEA3136662	SAMEA3136663	SAMEA3136664	SAMEA3136665	SAMEA3136666	SAMEA3136667	SAMEA3136668	SAMEA3136669	SAMEA3136670	SAMEA3136671	SAMEA3136672	SAMEA3136673	SAMEA3136674	SAMEA3136675	SAMEA3136676	SAMEA3136677	SAMEA3136678	SAMEA3136679	SAMEA3136724	SAMEA3136725	SAMEA3136726	SAMEA3136727	SAMEA3136728	SAMEA3136729	SAMEA3136730	SAMEA3136731	SAMEA3136732	SAMEA3136733	SAMEA3136734	SAMEA3136735	SAMEA3136736	SAMEA3136737	SAMEA3136738	SAMEA3136739	SAMEA3136740	SAMEA3136741	SAMEA3136742	SAMEA3136743	SAMEA3136744	SAMEA3136745	SAMEA3136746	SAMEA3136747	SAMEA3136748	SAMEA3136749	SAMEA3136750	SAMEA3136751	SAMEA3136752	SAMEA3136753	SAMEA3136754	SAMEA3136755	SAMEA3136756	SAMEA3136757	SAMEA3136758	SAMEA3136759	SAMEA3136760	SAMEA3136761	SAMEA3136762	SAMEA3136763	SAMEA3136764	SAMEA3136765	SAMEA3136766	SAMEA3136767	SAMEA3136768	SAMEA3136769	SAMEA3178936	SAMEA3178937	SAMEA3178938	SAMEA3178939	SAMEA3178940	SAMEA3178943
Onion yellows phytoplasma [h:1230]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aster yellows witches'-broom phytoplasma [h:1231]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Phytoplasma australiense [h:1232]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Phytoplasma mali [h:1233]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acholeplasma laidlawii [h:1234]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma hyopneumoniae [h:1235]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma hyorhinis [h:1236]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma conjunctivae [h:1237]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma arthritidis [h:1238]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma hominis [h:1239]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pirellula staleyi [h:124]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma crocodyli [h:1240]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma alligatoris [h:1241]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma anatis [h:1242]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma bovis [h:1243]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11220054054544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma agalactiae [h:1244]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma fermentans [h:1245]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma columbinum [h:1246]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma synoviae [h:1247]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma mobile [h:1248]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma pulmonis [h:1249]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodopirellula baltica [h:125]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma gallisepticum [h:1250]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma mycoides [h:1251]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma mycoides cluster [c:1252]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma putrefaciens [h:1253]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesoplasma florum [h:1254]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ureaplasma urealyticum [h:1255]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ureaplasma parvum [h:1256]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma penetrans [h:1257]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dialister micraerophilus [h:1258]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.4322906834437	0	0	0	0	0	0	0	0.494399847830756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dialister invisus [h:1259]	2.33725785570208	559.172864699035	0	0.783529835491224	0	0	487.533548702181	0.437063539875189	2.32977409341055	1.41730225322666	3.01776873115967	2591.31635407758	0.673383182015213	10.2284291570367	0	0.509325889171897	0	1.67679006085178	175.200727358642	0	296.249454991062	0	0	0	0	0	0	46.751016339612	0	0	838.80838563773	53.2807820190404	0	0	0	0.531894921775873	0.300982855439789	0.703275879285854	0.78934042634685	1652.41501675694	2.49147936779115	2888.33310391258	0.205992791642105	0	0	0.781112085820049	0	0	0	0	0	0	0	0	15.1915851707513	0	0	3.19387794875376	0.513171299451737	734.844982168554	0.963359348973165	392.209803121885	404.579693241205	0.36955687112463	1.29377287671601	202.794897123861	923.258971463584	228.515387355964	8.45513604101362	1715.2422955102	2.20844977610345	0.448555725474687	4.09567433789469	1.23307862260817	1925.68369152147	3605.02521227907	10.1191381716375	10.7369472233168	1.26116625608703	0	0	0	2.58776473872196	325.162381843914	4.17537657196197	648.565355370192	245.028814230003	1.61543133020242	626.447487307424	1.30547815571535	3124.1995530796	4.53923953215471	5.69491706026399	370.758163532543	3557.76350745892	59.9316716994763	1409.95360264778	3733.87782784943	13.2290306657501	19.6481867415147	0.203753618752575	15.2105357278419	2.35816291882754	0	276.727494075733	4543.84553179183	1.14645656623681	8504.95207133201	2.27777862047334
Planctomyces maris [h:126]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Veillonella atypica [h:1260]	0	4.57848104132048	8.78067469741812	0	0.694749960179839	0.784997063828143	1.79112390180094	4.45281935629683	0.598433091212137	0	25.8844260451387	0.526520536624692	32.6557467422912	0.372457262125056	0	3.11582127754365	0	2.55127339353025	0	0.684347338300282	1.03310940755696	201.431093809767	0.455138332070025	13.1533983849443	5.12635211944366	2.3844813473399	0	0	0.721490731141814	0.637546483507137	0.455997791629655	20.6850041411148	0.429705835146487	0.648059476032948	2.58991394523589	0	31.0398903963753	0	0	0	0	0	0.211647821852708	0.994555045567834	1.03952282750045	15.2934981614761	1.97144667912645	1.49639651566129	0.708029211840105	0	1.58137306148646	0.609272229279178	0.63427694119321	0	0	0.533408521860499	0	218.864166788899	1.56563798419815	1.19489428045173	2.29439832120869	0.633745110314813	0	109.497321643764	2.37441202771066	1.85203483381275	19.9147775946785	1.09690001795279	107.614675561732	59.6603103499294	50.0233604797205	0	0.323700853698394	0	0	0.440619443024411	0.511890412379598	0	0	27.8543981145459	56.0069674007232	2.98099428362846	0.436352034721221	0	0.469371380800955	0.742695268696665	0	0	1.18408552609247	1.32078787767663	430.563702097863	0.98410125303124	0.87321086373195	0.552662703160265	715.234670904186	0	17.570461764347	7.10914552288254	5.84790803466049	0.523121230028088	0	3.71143805494041	186.463816075502	1.8521168584893	0.300077982712002	1.46331621444307	0.776272320890772	32.5000873908399	0
Veillonella parvula [h:1261]	1.7795137343723	3.16532654439469	97.4762100085875	0	4.86085055679216	0	12.7521735753099	0.887376712391189	0	0.287757019103458	0.765877684563358	0.262115821460256	0.911453369620379	34.8587826548221	106.105327723249	5.17046026303342	0.508803534726782	3.40441220970704	6.48434582729656	59.0283498931433	145.223583316466	346.20391267076	3.19677037106304	115.70178617326	1.27601670154824	0	0.677104418876382	0.804400807125221	0	0.314958643727	0	91.5870744969106	16.6856747842029	0.642763868980827	0.514936816709371	0	7.63862551948806	0	0.400652450150126	0.371448537332565	0.505848822579058	7.3802078929246	4.60053306902332	0.66015433934796	48.2407310652966	0	0.987786011567689	15.5192171371189	6.3691193076067	1.06766244684992	2.75007054627383	3.05668985391259	0.636427461336865	0	377.579690040529	0.177486126960459	0.311680181567969	559.94554638896	0.520949723615744	6.56867644833989	4.56382044992871	1.26198017841037	0	179.861746265241	62.2041967744537	0.307726117650981	62.5132523442978	27.6982860519488	6.74401770665498	633.219212663535	88.8918439417823	0	76.0344941015364	0	0	45.1335761850734	0.513625980191814	0.726646208837687	0	360.311263275699	2.51758807995837	5.95848623826005	0.437831489166826	0	8.941987553228	1.11782007283992	1.01943792171322	0	4.69763916493799	0.662633008834377	356.993008332089	2.63316761281753	17.4694738175772	0.55026016404962	1946.14566714737	38.762161287166	70.4335919211132	2.95116342316194	64.8619952405506	0.787342314002188	0.413684052433429	74.0542262058437	476.38735731087	1.23572982472889	0	511.199460906263	120.063922383553	2168.60748457775	0
Veillonella dispar [h:1262]	0	2.09186072144392	5.26840481845087	2.36546077262772	31.5297378086188	0.780806688042584	137.698484424326	2.63897202605541	0	0	5.17188200653514	0.519671304389769	60.7829054243894	191.012820150392	0	132.009828027711	0.252188703353113	0.843699229906639	0.459138422556417	14.7570874732858	24.1863621068941	606.880069559179	1.81083507207932	3.85000031624262	0	19.1610339847942	0	0	91.7868933455512	0	0	15.5297351948538	2.9688121056055	40.7082970375928	0	0	54.6118152823028	0	0	0.368217272871784	0	34.2465028761472	0.829184111868971	0.327205798486623	2.2926584487204	64.7193761668945	0.326397723869803	41.9558007640879	77.5230320018585	52.3005492505475	0.389449633367705	0.606019886418257	0	0	0	0	33.8401436055938	2714.57446443476	1.03283586959642	22.9507669017304	26.6850783017726	0.625501049283273	0	34.927751479169	10.9703560512606	0.305049180289051	15.4658224589036	17.9721906547049	2.43103668580237	628.001304998939	249.877974124435	0	179.69487021017	0.248175966353325	0	0	0	190.031817207899	0	128.500936924214	0	36.8965368388267	0	0	33.140929467215	0	0	0	0.582096747059092	1.97060611286807	1483.89367225349	67.4058064444241	41.0524391742777	0	1927.32577754981	12.9131052715309	32.2765650544104	1.17019639412685	303.874293785572	29.0721500434859	0	86.1227211851225	117.59817987371	95.6435541506872	0	42.3835867761213	0	423.014878928553	0
unnamed Veillonella sp. oral taxon 158 [u:1263]	0	0	0	0	41.9044117960779	0	0.765130414518592	0.443688356195594	1.77381583597822	0	0	0.524231642920513	58.575319114938	1.11251434004751	0.553682163368968	349.557181948611	0	0	0.463167559092612	0.68137233883654	0	362.174542801548	0	0	0	0	0	0	0.715595081830022	0	0.450541096875411	1.05366990793408	0	0	1.54481045012811	0	178.284408805981	0	0	0	0	0.434129876054388	0	0	0	0	0.658524007711792	0	0.707679923067411	26.1533705227076	1.9643361044813	0.611337970782518	0	0	4.85554118257561	0	33.8401436055938	1519.76936397896	0	0	0.977961524984724	2.52396035682074	0	311.266431473096	0.788029989128577	0.307726117650981	0	53.9237111412188	3.6785551127209	267.910224666156	17.4233404167002	0	885.084302655804	0	0.372498543325842	11.2833940462683	0	0	0	84.455385703789	0	77.4518660266402	0.437831489166826	0	40.457407091866	0.745213381893283	0	0	1.76161468685175	0	998.228694156599	129.303649548989	3.89003591194666	0	362.524730992496	6.46036021452766	8.04955336241294	0	15.6939319999845	6.46504389549668	0	30.1994719733554	30.1180063478133	0	0.903286197262115	126.045660211599	14.4757874119979	3.80977897982267	0
unnamed Veillonella sp. oral taxon 780 [u:1264]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megasphaera genomosp. type_1 [h:1265]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unnamed Megasphaera sp. UPII 135-E [u:1266]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megasphaera elsdenii [h:1267]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8343859159096	0	0	0	0	0	169.448167732305	12.7182178393784	0.440549119054416	0	1.4594048031693	0.214277863792074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.5728966612753	0	0	0	0	4.28379892883928	0.263551262594764	0.20771198066305	0	0	0	0	0	18.6996640805779	0	0
Megasphaera micronuciformis [h:1268]	0	1.05869837192949	0	0	0	0	0	0	0	0	0.768483232019347	0	0.228638542889563	0.744199439796976	0	0	0	0	0	0	0	0.437049628032431	0	0	0	0	0	0	0	0.316030146017046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.178089942081197	0	0.406664967959691	0.522722016051499	0	0	0	0	7.02678210562102	0	0.617546029178315	0	0.548981899348028	0.615178284810305	0.47710676018651	2.81193950379392	0	0	0.251205530881552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.330265719698497	0	0	0.519032478897929	0	0	6.51464748613462	1.26825772807059	0	0	0.529696463038268	0	0.619966914267625	0	0	0	0	0
