F01	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22	F23	F24	F25	F26	F27	F28	F29	F30	F31	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12	M13	M14	M15	M16	M17
Corynebacterium_accolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.407727e-05	0	2.622264e-05	2.727017e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_aurimucosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.398454e-05	1.363509e-05	0	0	8.6962e-06	0	0	0	0	0	0	0	0	0	0	0	2.443659e-05	0
Corynebacterium_diphtheriae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.713e-06	5.99344e-06	0	0	3.63659e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_efficiens	0	6.030396e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.668884e-05	0	4.803988e-05	4.749805e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.544756e-05	0
Corynebacterium_glucuronolyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.79975e-06	0
Corynebacterium_jeikeium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22368e-05	2.32246e-05	0	0	2.11871e-05	0	0	0	0	0	0	0	0	0	0	0	4.462333e-05	0
Corynebacterium_matruchotii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3123e-06	0
Corynebacterium_urealyticum	0	4.261808e-05	0	0	0	1.97261e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.321491e-05	4.914625e-05	0	0	8.09537e-05	0	0	0	0	0	0	0	0	0	0	0	9.710888e-05	0
Turicella_otitidis	0.00047468704	0.00075729988	0.0005117777	0.00045068146	0.0007652826	0.00048547147	0.00073459156	0.00043100615	0.00035007089	0.00051210382	0.00033405728	0.00064641963	0.00013796588	0.00033170338	4.321615e-05	0.00017911692	0.00065410954	0.00140452869	0.00071796422	0.00087525909	0.00041461935	0.00064928169	0.0008222274	0.00036919631	0.00053003763	0.0005533456	0.00050131144	0.00050928043	0.00065696761	0	0.00048962916	0.00064549402	0.00053727531	0.00021626913	0.00072399801	0.00094997278	0.00046676667	0.00027840021	0.00024371833	0.001114731	0.00031999815	0.00044545029	0.00039747511	0.00034896406	0.00038353415	0.00047954593	0.00081278216	0.00107794174
Brachybacterium_unclassified	0.000378488	0.00184743834	0.00117663993	0.00056895635	0.00104254208	0.00103588195	0.00161220864	0.00105251083	0.00079300624	0.00153406045	0.00049647611	0.00064171839	0.0013648096	0.00016467157	0.00057621536	0	0.00201477949	0.00136985529	0.00125556232	0.00125377905	0.00093447561	0.00093291726	0.00174628504	0.00051647619	0.00155788737	0.00209014821	0.00055116042	0.00218371479	0.0014078739	0.00109712783	0.00104701762	0.00178334955	0.00098909093	0.00074547533	0.00150207056	0.00110774644	0.00079981185	0.00135829753	0.00084472617	0.00156576012	0.00035034281	0.00209055967	0.00014041497	0.00116344928	0.00230263127	0.00062245209	0.00187885487	0.00224185096
Dietzia_unclassified	0	0.00013252134	0	0	0	8.483967e-05	0	0	0	0	0	0	0	0	0	0	9.435606e-05	0	2.903153e-05	0	0	0	0.00019055815	0	0.00012794012	8.260918e-05	0	0	0.00015214146	0	7.34234e-05	8.270954e-05	8.125676e-05	0	0.00010388004	0.00012218694	0.00011075286	0	0	8.707368e-05	0	0	0	0	0.00014422152	0	0.00024606582	0.00031617935
Gordonia_alkanivorans	0	3.549459e-05	6.482407e-05	0	0	4.538748e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.248638e-05	0	0	0	8.519318e-05	0	9.314282e-05	0.00012721087	0	0	7.984691e-05	0	0	0	0	0	0	0	0	0	0	0	0.00014874445	0
Gordonia_polyisoprenivorans	0	8.867508e-05	3.540391e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.414405e-05	0.0001883978	0	0	0	0	0	0	0	0	0	0	5.548866e-05	0	7.594077e-05	7.536757e-05	0	1.465985e-05	9.028235e-05	0.0001334064	6.103993e-05	0	0	0	0	0	0	0	0	0	0.00016298142	8.868225e-05
Gordonia_terrae	0	0.00012650322	0	0	0	4.626032e-05	0	0	0	0	0	5.837365e-05	0	0.0001425217	0	0	6.493917e-05	0.0002895143	3.93264e-05	0.00013406674	0	0.00011885861	0.00015332001	0	8.785863e-05	3.820863e-05	0	0	0.00010841398	0	0.0001145405	0.00019223975	4.185424e-05	6.850942e-05	0.0001619074	0.00017179799	1.919297e-05	6.27901e-05	0	0.00015331858	0	0	0	0	2.044459e-05	0	0.00014831946	0.00016487658
Serinicoccus_unclassified	0.00175326682	0.00089411987	0.00149760217	0.00060729906	0.0015265854	0.00075797091	0.00223992209	0.00083494552	0.00080069804	0.00135365842	0.00067656587	0.00094886566	0.00113756063	0.00121697196	0.00066540614	0.0010095048	0.0008697409	0.00157465037	0.00107169594	0.00114831079	0.00157949113	0.00127040768	0.0017373203	0.00029323091	0.00090680364	0.00142036445	0.00079288094	0.00102259336	0.00134002092	0.00084078754	0.00057983504	0.00101349154	0.00085214527	0.00050627297	0.00067735477	0.00151252355	0.00056367542	0.00147310491	0.00066200218	0.00302721976	0.00071523098	0.00158878413	0.00093300396	0.00103543449	0.00103221402	0.00096645816	0.00100614995	0.00137928039
Agromyces_unclassified	0.00090837121	0.00037729894	0.00032561628	0	0.00021673334	0.00045090716	0	0.00038744153	0	0.00071549827	0.00089599263	0	0	0.00032698292	0	0	0.00015735261	0.00031171894	0.0009802775	0.00071587268	0.00047743336	0.00108635635	0.00035238317	0	0.00082343414	0.00081823866	0.00028232079	0.00092723671	0.00138993056	0	0.00029558161	0.00063215861	0.00042992532	9.782912e-05	0.00015732213	0.00063565257	0.00013026047	0.00033995912	0.00013843512	0.00294359145	0.00029893245	0.00050177553	0.00055252976	0	0	0	0.00077495857	0.00152117198
Clavibacter_michiganensis	8.98909e-05	0.00034106743	0.00054851134	0	0.00026333018	0.00028105324	0.0002467755	0.00015157393	0	0.00010000897	5.992748e-05	0	0	0.00046605505	0	0	0.00044680372	0.00041590993	0.00014474587	0.00035429322	0.00015680065	0.00026039295	0.00068867579	0.00033043845	0.00030991008	0.0002957016	0.000190931	0	0.00049819164	0	0.00035180295	0.00045475264	0.00018597992	0.00014993692	0.00033330155	0.00054186489	0.00016156703	0.00035350209	0	0.00044586108	0.00033253727	0.00048288597	0	0	0.00020064225	0.00020434108	0.00044134603	0.00076972569
Curtobacterium_unclassified	0.00023359806	0.00045528879	0.00042368346	0.0003271499	0.00044540608	0.00031945803	0.00018421269	0.0001459028	0.00025195348	5.193392e-05	8.835462e-05	0.00018178103	0.00018702459	0.00030102036	3.953818e-05	0.00012691315	0.0005025848	0.00055255385	0.00019354355	0.00049874285	0.00059696749	0.00026681774	0.00043743325	0.00027617745	0.00035095353	0.00045880566	0.00038985664	0.00013449558	0.00055790226	0	0.00033921609	0.0007337475	0.00033290755	0.00012656824	0.00040429415	0.00048559228	0.00042303188	0.00046169189	0	0.00071898427	8.551675e-05	0.00047859289	0.00014907284	0.00013607759	0.00034486376	0.0003095318	0.00056841628	0.00072303177
Leifsonia_unclassified	0.00119696831	0.00116886522	0.00337484068	0.00138992326	0.00439651953	0.00449859753	0.00357476898	0.00394685117	0.0042256145	0.00290653084	0.00256981321	0.00353199767	0.00510511346	0.00758233624	0.00069421691	0.00156472084	0.00263031405	0.00345879921	0.00083656112	0.00662009183	0.0010640881	0.00220767112	0.00349578818	0.0017647008	0.00172719159	0.007344364	0.00337734674	0.004816697	0.01243473674	0.00953035795	0.00170552058	0.00143528023	0.00468557311	0.00271758852	0.00078408083	0.00387755081	0.00162998634	0.00460568435	0.00221923538	0.0053129038	0.00075360067	0.008860408	0.00212369772	0.00164155974	0.00612386758	0.00142478915	0.00409132229	0.00174034382
Leifsonia_xyli	0	0.000185579	0.00010953605	0.00010374177	0	0.00013389307	0	0	0	0	0	0	0	0	0	0	2.053632e-05	0.00015252878	0.0001342451	2.659476e-05	0	0	0.00037008278	0	0.00015295097	0	1.395144e-05	0	0.00015606185	0	0.00013027408	0.00014653973	1.33093e-05	0	0.00014214331	8.1867e-05	7.268156e-05	1.508193e-05	0	0	0	0.0001708647	0	0	0	6.055096e-05	0.00023926607	0.00021482821
Leucobacter_unclassified	0.00051371861	0.00029402788	0.00081246165	0.00105643444	0.00190582729	0.00097722736	0	0.00066249151	0.00245818801	0.00191142549	0.00132378263	0.00119901047	0.00192813895	0.00265399016	0	0.00150277237	0.00076178646	0.00111193989	0.00081638317	0.00169641789	0.00158675693	0.00220049048	0.00199178094	0.0008672902	0.00098568401	0.00133035517	0.00143057166	0.00101263072	0.00248764096	0.00034336276	0.00023998961	0.00113231159	0.00163056403	0.00208590848	0.00083783915	0.00158702778	0.00081129616	0.00128411903	0.00042631283	0.00084865514	0.00129378564	0.00138649406	0.00295642776	0.00055704112	0.00100495456	0.00101492839	0.00045728293	0.00212348731
Kocuria_rhizophila	0	0.00020449308	0.00012432924	4.236251e-05	3.117511e-05	0.00026202541	0	0	0	0	0	0	0	0	0	0	6.493917e-05	2.237544e-05	5.868076e-05	0.00010401102	0	0.0001141345	5.057032e-05	2.436208e-05	0.00013675805	0.00013229551	0.00019923916	0	0.00027774486	0	0.00017223031	0.00016526925	0.00012171002	4.093147e-05	0.00014372444	0.00019143205	0.0001264848	0.0002219199	8.262077e-05	0.0001772795	0	7.246724e-05	0	2.432988e-05	0.00017782038	6.084561e-05	0.00037058617	0.00031400754
Kocuria_unclassified	0.00160226588	0.00031564397	0.00051576688	0.00043089167	0.00042749698	0.00116907674	0.00268533448	0.0013896855	0.00057857375	0.00020033952	0.0007026881	0.00043016288	0.00027405211	0.00036492819	0.00091152366	0.00032946376	0.00074347028	0.00064735057	0.00178204196	0.00027669481	0.00050907475	0.00040835208	0.0021632603	0.00034372686	0.00042646706	0.00043373596	0	0	0.00020928874	0.00066996564	0.00026705138	0	0.00028264744	6.792883e-05	0.00010814908	0.00044895373	0.00096373866	0.00014543294	8.054878e-05	0.00052620064	0	0.00072364206	0.00088892751	0.00015871004	0	0.00055910194	0.00075710924	0.00034115517
Micrococcus_luteus	0	0.00022328433	0.00011236172	0	0.00042600455	0.00031509385	9.610341e-05	0.00018173405	0	0	0	0	0	0	0	0	0.00025032109	0.00042154649	0.00050341913	0.00046158305	0.00033469555	0.00027116392	0.00050478372	0	0.00019848354	6.720491e-05	6.787613e-05	0	0.00027126113	0	0.00021586478	0.00037084441	6.532063e-05	1.611132e-05	0.00036049694	0.00065949393	0.00028081513	0.00021591791	0	0.00038822958	0	8.654855e-05	0	5.842001e-05	9.604202e-05	0	0.00042392168	0.00035092831
Rothia_aeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14617e-05	0
Rothia_dentocariosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.281667e-05	0	0	5.09443e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia_mucilaginosa	0	9.2114e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.496395e-05	6.323084e-05	0	0	4.142553e-05	2.103649e-05	0	0	0	0	0	0	0	0	0	0	6.735999e-05	0
Rothia_unclassified	0.00042836168	0.00018631591	0.00019330869	0.00011657421	0.00032650952	0.00040936016	0.0006763734	0.00038305929	0	0.00016400185	0	0	0.00019736263	0	0.00024305254	0.0002412974	0.00033884928	0.00026679725	0.00078138062	0.000662501	0.00073454893	0.00027380942	0	0.00014107862	0.00026886664	0.00203366588	8.872491e-05	0	0.00030021173	0	0.00052676042	8.285938e-05	0.00041976823	8.476589e-05	0.00046390264	0.00055027949	0.00021804469	9.633971e-05	0.00044262978	0	0.0002600612	0	0.00045713573	0.00043143104	0.00036594229	0	7.458472e-05	0.00050874651
Actinoplanes_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00383247218	0	0	0	0	0	0	0	0	0	0	0	0.00079045056	0	0.00585542034	0	0	0.000215655	0	0	0.00057492753	0	0.0018247401	0	0	0	0	0	0.00107790726	0	0	0	0	0	0
Micromonospora_unclassified	0	0.00022340715	0.00020427892	0	4.046131e-05	0.00017666204	0.0004525376	0	0	0	0	0	0	0	0	0	0.00057196426	0.00019762127	0.00017295381	0.00013534183	0	0.00012055929	0.00019538532	0	0.00022124983	0.00011809941	0.00016600651	0	0.00022451796	0	0.00037697669	0.00036050571	1.80376e-05	0	0.00024886938	0.00035691909	2.485647e-05	0.00025423833	0	0.00019732524	0.00011661375	0.00019112805	0	0.00027936928	0.000128373	0	0.00035188687	0.00048539955
Salinispora_arenicola	0	6.607644e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.705083e-05	0	3.713126e-05	0.00010248791	0	0	2.387502e-05	1.525145e-05	0	0	0	0	0	5.666869e-05	0	0	0	0	0.00014853196	0
Salinispora_pacifica	0	8.192005e-05	0.00015940072	0	0	8.937842e-05	0	0	0	0	0	0	0	0	0	0	0.00017150602	0.0001603858	0.00023348765	0.00016339384	0	0.00018764165	0.00022733657	0	0	0	8.794112e-05	0	0.00026357112	0	0.00014390985	0.00019883254	0.00010717487	5.413986e-05	0.00014119463	0.00019686647	0.00012695676	0.00010711252	0	0.00023772993	0	7.43562e-05	0	0	2.012762e-05	0.00010371746	0.00024479086	0.00021790495
Salinispora_tropica	0	3.131876e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012334164	0	9.272326e-05	3.581083e-05	0	0	8.490652e-05	0	0	0	0	0	0	0	0	0	0	0	6.247267e-05	0
Salinispora_unclassified	6.071578e-05	0	0	0	0.00030760547	3.857936e-05	0.00014111388	0	0	0.00013988393	0	0	0	0.00032099156	0	0	4.273775e-05	0	0	0.00010255377	0	0	0.00022457819	0.00012336074	0.00023567916	0.00012655666	0	0	0	0	0	0	9.263971e-05	0	0.0001320241	0.00017740772	3.586882e-05	0.00020683796	0.00023167486	0.00015676394	0	7.126518e-05	0	0	9.017807e-05	0	0	0.00013356632
Mycobacterium_abscessus	0	2.382682e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.286614e-05	4.4801e-05	0	0	2.593048e-05	0	0	0	0	0	0	0	0	0	0	0	1.827432e-05	0
Mycobacterium_avium	0	9.948312e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024171804	0	0	0	0	3.363566e-05	0	0	0	0	0	0	3.679139e-05	0	6.901799e-05	0.00010788201	5.7265e-05	0	5.881792e-05	0.00011868086	0.0001321483	0.00010895928	0	0	0	0	0	0	0	0	0.00023161635	0.00011582987
Mycobacterium_gilvum	0	0.00010120258	0.00019380734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.325743e-05	0	0	1.100726e-05	0	0.00011160356	0.00010083971	0	0	0.00010735852	3.558673e-05	0	5.617251e-05	0	0	0	0	0	0	0	0	0.00018125573	0
Mycobacterium_hassiacum	0	7.062073e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11184e-05	6.922429e-05	0	0	2.482369e-05	0	0	0	0	0	0	0	0	0	0	0	8.095948e-05	0
Mycobacterium_intracellulare	0	5.293484e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8879e-05	2.232558e-05	0	0	3.193876e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium_marinum	0	2.026508e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.040412e-05	0	4.342469e-05	3.206493e-05	0	0	2.940896e-05	1.595267e-05	0	0	0	0	0	0	0	0	0	0	5.397299e-05	0
Mycobacterium_smegmatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.831915e-05	3.925706e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium_tuberculosis_bovis_africanum_canetti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.637116e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus_equi	0	9.727238e-05	3.822958e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.447008e-05	0	0	0	5.111591e-05	0	0.00010174385	0.00010848135	0	0	0.000110837	0	0	0	0	0	0	0	0	0	0	0	0.00012303291	3.257715e-05
Rhodococcus_erythropolis	0	1.154495e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.303574e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.73729e-06	0
Rhodococcus_opacus	0	0.00010181667	5.884031e-05	0	0.00016068447	7.24454e-05	0.00014128766	0	0	0	0	0	0	0	0	0	0.0002925038	0.00021145647	0.00011550844	0.00011512253	0	0	0.00020297087	1.793935e-05	0.0001333912	0.00013486289	5.188683e-05	0	0.00011233437	0	9.985582e-05	0.00014923678	3.082153e-05	1.001515e-05	8.838499e-05	0.00012148572	0.00014552045	0.00011080605	0	0.00021705776	0	0.00010904431	0	0	2.931976e-05	4.508174e-05	0.00022524159	5.972478e-05
Rhodococcus_ruber	0	0.00011201062	2.061073e-05	0	0	5.830545e-05	0	0	0	0	0	0	0	0	0	0	5.60586e-05	0	9.780126e-05	3.424531e-05	0	0	0	0	8.833961e-05	0	7.289238e-05	0	0.00014068184	0	9.964604e-05	0.00015717809	3.554983e-05	0	0.00013692559	0	7.063641e-05	5.925046e-05	0	0	0	0	0	0	2.583309e-05	0	0.00014364464	0.00013754797
Aeromicrobium_sp_JC14	0	0.00011090525	7.778888e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010517926	0.00013510668	0.00014392228	0	0	2.985638e-05	0	0	0.00012361132	2.416356e-05	1.865418e-05	0	0.00011535006	0	0.00010510035	0.00016691744	0	0	0.00010672607	0.00013673718	6.937786e-05	0.00019252552	0	3.789897e-05	0	9.170025e-05	0	0	0	0	0.00029111413	0
Kribbella_unclassified	6.820669e-05	0.00040861769	0.00032578249	0.00027674779	0.00051273105	0.00022781024	0.00040300871	0.00045394846	0	0.00034665489	0	0.00024661888	0.00023965463	0.00032534891	0.00023385762	0	0.00038991256	0.000592693	0.0004507094	0.00074647487	0.00023836511	0.00064040036	0.00055972148	0.00046465139	0.00040498338	0.00053341066	0.00059191744	0.00040609599	0.00047753418	0	0.00022194843	0.00030176995	0.0002541025	0.00024384707	0.00028128248	0.00058463909	0.00045764214	0.00033118698	0.00030807965	0.00075547378	8.827535e-05	0.00021259347	0.00027264431	0.00027852056	0.00033693951	0.00041855299	0.0005169932	0.00072683244
Nocardioides_unclassified	0.00023261242	0.00039572173	0.0005052953	0	0	0.0005257965	0.00072485957	0	0	0.00049280948	0.00029825445	0.00017061561	0.00103230056	0.00061529434	0.00026481387	0	0.00141728359	0.0001465506	0.00091624341	0.00117727357	0.00042047887	0.00015325013	0.00017101962	0.00032822372	0.00025668187	0.00012383826	0.00018168229	0	0.00047014575	0	0.00046088914	0.00031705324	8.213237e-05	0.0006778368	0.00033045552	0.00062285537	0.00036230659	0.0004663088	0.00027272625	0.00018338719	0.00027510813	0.00030000064	0.00048578542	0.00059933551	0.00025516115	0.00025178003	0.00033786239	0.00082601177
Nocardiopsis_alba	0	7.61476e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.908878e-05	7.71656e-05	0	0	3.099009e-05	0	0	0	0	0	0	0	0	0	0	0	7.097235e-05	0
Thermobifida_fusca	0	6.411134e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.834747e-05	0	4.048776e-05	5.109412e-05	0	0	4.569457e-05	0	0	0	0	0	0	0	0	0	0	0	4.632327e-05	0
Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00122120485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Propionibacterium_avidum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.153796e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.16227e-06	0
Propionibacterium_granulosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.553079e-05	0	2.244658e-05	2.99672e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.593691e-05	0
Amycolatopsis_mediterranei	0	7.50422e-05	0.00010853876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017871894	0	0	0	0	0	0	0	0	0	9.997005e-05	0	9.586998e-05	0.00010278758	0	0	0.00010150835	0.00011587599	0	1.815988e-05	0	0.00020828775	0	0.00020160317	0	0	0	0	0.00016723126	9.411177e-05
Pseudonocardia_unclassified	0.00080468127	0.00217536417	0.00076010375	0.00051051464	0.00104303956	0.0010728902	0.00145945114	0	0.0008856831	0.0015358291	0	0.00103779733	0.00082572767	0.00115251947	0.00047415168	0	0.00025531641	0.00298310757	0.00023822329	0.00096251177	0.00077439363	0.00138945526	0.00057282379	0.00059620665	0.00082215153	0.00355672547	0.00138636596	0.00162628162	0.00244542133	0.0010249314	0.00127148342	0.00176147348	0.00077071338	0.00046185796	0.00112260011	0.00151515311	0.00064028997	0.001564366	0.0002527833	0.00071616534	0.00100112275	0.00029982891	0.00181705157	0.00030200173	0.00365181565	0.00049457318	0.00097576358	0.00241161412
Saccharomonospora_azurea	0	0.00010365895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.482195e-05	0	1.763586e-05	0	0	0	1.070569e-05	0	9.838735e-05	9.604496e-05	0	0	0.00010388004	3.558673e-05	0	0	0	0	0	0	0	0	0	0	0.00012175796	0
Saccharomonospora_unclassified	0	0.0017682203	0	0	0	0.00274122922	0.00188852769	0.00324852841	0.00135244428	0.00094654794	0	0.00103152902	0	0	0	0	0.00074874312	0.00312060551	0	0.00185525783	0.00223880387	0	0.00261241667	0.00086197484	0.00047680941	0.00456585628	0.00204004597	0	0.002498799	0	0.0015985322	0.00074977997	0.00051485966	0.00047448576	0.00686082589	0.00143240959	0.00136852149	0	0	0	0	0.00176565915	0.00292903739	0.00172699723	0.00281533084	0.00147723718	0.00072013562	0
Saccharopolyspora_erythraea	0	5.981269e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.246959e-05	9.855443e-05	0	0	0	0	0	0	0	0	0	0	0	0	4.216601e-05	0.00012661152	0	0	6.10315e-05	6.047991e-05	0	0	0	0	0	0	0	0	0	0	0.00011177083	0
Saccharopolyspora_unclassified	0	8.62187e-05	0.00030068394	0.00076530813	0	0	0	0	0	0	0	0	0	0	0	0	0.00036604603	0	0.00073814216	0.00048999937	0	0.00043083884	0	0	0.00026662207	0	0	0	0	0	0.0001411827	3.626034e-05	0	0.00051164341	0.0001470448	0	0	0.00028978861	0	0	0.00171008418	0	0	0	0	0	0.00034381217	0
Segniliparus_unclassified	8.496267e-05	0.00020977428	0.00020344784	0	0.00028356083	7.925352e-05	9.471313e-05	0	0	0	0	0	7.913302e-05	0	0	0	0.0001509697	0.0004777413	0.00042414863	0.00018725626	0	0.00021900974	0.00027330958	0	0.00019752159	0.00015494885	0.00014939018	0	0.00040726865	0	0.00018775411	0.00022999845	0.00015743498	0	0.00017582131	0.00024735405	0.00013230562	0.00011065216	0	0.00024446405	0	0.00011402428	4.612285e-05	0	0	0.00019520687	0.00014980691	0.00022731612
Streptomyces_albus	0	8.204287e-05	6.681865e-05	0	6.633002e-05	5.813089e-05	0	0	0	0	0	0	0	0	0	0	2.303398e-05	0.00016465592	0.00018921971	0.0003613973	0	0.00010166285	0.00021492385	8.039488e-05	0.00014685858	0.00011628715	0	0	6.242474e-05	0	0.00013027408	0.00014024661	0	5.617191e-05	0.00011558038	4.522845e-05	0.000158106	3.278012e-05	0	0.00012732176	0	7.933617e-05	0	0	0	0.00010798991	0.00029047666	0
Streptomyces_bottropensis	0	8.72013e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.45431e-06	6.26315e-05	0	0	5.913415e-05	0	0	0	0	0	0	0	0	0	0	0	6.863494e-05	0
Streptomyces_cattleya	0	3.340668e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.055725e-05	1.40846e-05	0	0	4.063496e-05	0	0	0	0	0	0	0	0	0	0	0	9.137159e-05	0
Streptomyces_chartreusis	0	0.00012981933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014351482	0	0	0	0	0	0	0	2.53223e-05	0	0	7.273184e-05	7.976335e-05	0	0	0	0.00017007556	0.00054620375	0	0.0002120392	0	0	0	0	0.00014804505
Streptomyces_clavuligerus	0	5.686504e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.176118e-05	0	9.607976e-05	0.00011762136	0	0	0.000144515	0	0	0	0	0	0	0	0	0	0	0	0.00011304578	0
Streptomyces_filamentosus	0	7.2463e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.547994e-05	0	0	0	0	0	0	0	0	0	0	0	0	7.174515e-05	5.933511e-05	0	0	8.585519e-05	0	0	0	0	0	0	0	0	0	0	0	0.00012005802	0
Streptomyces_griseus	0	0.00011495827	0.00015773856	0	0	3.299321e-05	0	0	0	0	0	0	0	0	0	0	0	2.288786e-05	0.00013280382	2.786985e-05	0	9.334842e-05	7.631521e-05	0	0.00013387218	0.00014634058	1.395144e-05	0	0.00015968067	0	0.00010698838	0.00014923678	0.00010262169	5.283353e-05	0.00015479232	2.734744e-05	0	7.587137e-05	0	0	0	0	0	0	4.025524e-05	0	0.00028218947	0.00013700502
Streptomyces_hygroscopicus	0	2.014226e-05	0	0	0	2.007523e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41407e-05	0	4.493375e-05	0	2.580308e-05	7.401905e-05	0	0	0.00010277325	0	0	0	0	0	0	0	0	0	0	0	7.033487e-05	0
